feacb9b484dec3368308b1916eb5dfe0|28-Jan-00| $70,053.00 |100|Folwell Performing Arts
cb092bf4433d3bb6ce91777d21644a64|28-Sep-92| $72,113.00 |100|Pillsbury Math/Science/Technology
17686d7dec04b7d4d19b0bdce6abbc35|20-Aug-07| $53,570.00 |100|Speech Language Clinicians
084e9d9e86acd512f958256fa2077a08|08-Nov-93| $80,355.00 |100|MPS Metro HA
8b40db5c17e3da722a439247503a69d3|17-Feb-93| $71,083.00 |100|Kenny Elementary
954e73d3e55472458ccce13cb20795c7|26-Aug-96| $59,751.00 |100|Henry High
cd4ba85139ddd1a22042ded05c484426|04-Oct-95| $76,234.00 |100|Transition Plus
6749727e41092690fb6134e408110f60|01-Jul-06| $78,295.00 |100|Pillsbury Math/Science/Technology
23c03172b57aede8194ba8f3a7959518|08-Oct-08| $50,479.00 |100|Jefferson Elementary
eec6faa7d374ca911de30e464a573b21|05-Nov-12| $24,725.00 |60|Sanford Middle School
cb93162ed77e55c92340b6eb2981caf7|25-Aug-86| $83,446.00 |100|Bancroft Elementary
6bf062d3e2545a34089c3ef9124ccff8|25-Aug-97| $75,204.00 |100|Psychology Services
ac4035bc4269d9c4ea58c433e4f5baeb|27-Aug-90| $73,144.00 |100|Anishinabe Academy
366ff722b7c799d4f8b2c6fdf808c5b5|20-Aug-84| $83,446.00 |100|Early Childhood Special Education
6210a4fea0b4630a46f58ddcb154dd50|20-Sep-00| $59,751.00 |100|Andersen United
a84add44c0c5135d9754f4326ebfd45d|27-Aug-99| $60,781.00 |100|Waite Park Elementary
4ff58eda60c58da1ff16e5782703a310|06-Jan-86| $80,355.00 |100|Speech Language Clinicians
dbea3f2ac68640a6599a427b9a86b66f|06-Oct-97| $71,083.00 |100|Sheridan International Fine Arts
7330f86108796ab8e6749d23a8e60c8e|26-Aug-91| $78,295.00 |100|Online Learning
8588a95d71f66cd17adb0faf08427027|16-Sep-81| $88,597.00 |100|Marcy Open School
4f4333085804ae00bfbdd3694edce9d4|01-Sep-99| $75,204.00 |100|Edison High
63928cd1efc9c62609f0b35c349d7359|14-Feb-90| $78,295.00 |100|North High
700f1e3d527a8b6c38436ed574baa7be|07-Oct-98| $58,721.00 |100|Northeast Middle School
18375fd20d01664e4e8ded7cd7bf2019|02-Oct-84| $80,355.00 |100|Lucy Laney Elementary
62678eaafbe676f55a0246f51e45cfbb|17-Aug-08| $52,540.00 |100|Roosevelt High
740214d2cca60560121bc5484a9d1ff7|05-Dec-88| $77,264.00 |100|Occupational, Physical Therapists
f4d62f518f763ea4b1f6c3fe5ab2bd58|20-Aug-07| $58,721.00 |100|Health Services
5b03936e959fa964b4c4a26fdba16709|08-Sep-09| $81,385.00 |100|Anne Sullivan
d0ac4be86e71fdde2e00aaadc8698745|28-Aug-95| $77,264.00 |100|Transition Plus
aafa60c84121ea3f5215db6f67993992|31-Jan-90| $74,174.00 |100|Pillsbury Math/Science/Technology
f6f8a4c2b740da3ffc21159d8069a329|28-Oct-96| $69,023.00 |100|Henry High
c16600d8433b37dcac04738b033140ae|14-Oct-91| $74,174.00 |100|Marcy Open School
ae3bffc659fb3651a84946f26d184e26|04-Jan-99| $66,962.00 |100|Northeast Middle School
21dd900b5b5874ab5f1bb8aee5ed3967|19-Aug-07| $58,721.00 |100|Speech Language Clinicians
f25989a094c1cfaf932a812c17d75599|22-Nov-11| $-   |100|Excessed Positions
b1b830b96b1474bc727f2abf4de91a94|16-Nov-87| $79,325.00 |100|Span Central Middle Schools
40e7787291ff55987486ddfd1bad884e|23-Aug-99| $59,751.00 |100|Bryn Mawr Primary
7201fece031fa02593d539250aedcfa2|03-Feb-83| $94,778.00 |100|Roosevelt High
fd5f4fe89e09488d5071d5c7650380a4|27-Aug-01| $73,144.00 |100|Early Childhood Special Education
3dd21bf5afee1f525586a8c232deb4d1|30-Aug-93| $84,476.00 |100|Lake Nokomis Keewaydin
7beecd6f24c864df0500723aec9d1985|25-Aug-86| $87,566.00 |100|Academic Superintendent Office
0356dd575f0ebef31d81bdab756d000b|13-Sep-93| $64,902.00 |100|Seward Montessori School
932d9e5669052fbf88953292932eb25c|16-Sep-93| $67,993.00 |100|Lyndale Elementary
ed53a863210dd1c1c9ad9b5bf9fcaef7|13-Feb-98| $81,385.00 |100|Speech Language Clinicians
874e4d52aa1bbc638279dc39a430888d|29-Aug-78| $73,144.00 |100|Dowling Elementary
9a03f8d66986e27e042e33e8636e6802|26-Aug-91| $74,174.00 |100|Bancroft Elementary
e13e992eb7aa1609ac92c7c50189a0dd|28-Aug-02| $63,872.00 |100|Sanford Middle School
81fb18473dd6c105f97241765256b91d|20-Apr-92| $82,415.00 |100|Occupational, Physical Therapists
ed31aee813a750b69e8f48f9a4452244|23-Sep-88| $83,446.00 |100|Bancroft Elementary
13b6b29cecf4e024c54d0c50465029f8|27-Aug-90| $73,144.00 |100|Jenny Lind
fadb00e8c841df48822f671f748ca9df|26-Aug-85| $83,446.00 |100|Dowling Elementary
98ed20826fa33f3a53c39b8e6995b784|14-Apr-87| $79,325.00 |100|Southwest High
b91a08a1a42912a5ec1e1816b40220e6|19-Jan-94| $81,385.00 |100|Lucy Laney Elementary
4c56002af8556ea786f938d4ea645572|30-Aug-93| $81,385.00 |100|Early Childhood Special Education
8927883c981bf84eecbf26d23f5aa13d|21-Jan-00| $75,204.00 |100|Speech Language Clinicians
cee2eb5e093f1b9aa4035cfff92ac4e8|17-Aug-08| $79,325.00 |100|Whittier Community School
d7ff3ac1b9122e8e6b8a8c471efbe505|08-Jan-96| $74,174.00 |100|School Readiness
4076d2651cc6aaf95a15c0da9d050821|12-Aug-12| $46,359.00 |100|Washburn High
dde909a7bb6b1387a6508d85968b344c|09-Jan-12| $62,842.00 |100|Harrison Education Center
